date,pm25,pm10,no2,so2,o3,co,station,lat,lon,split,t2m,blh,u10,v10,sp,tp,msdwswrf,rh,wind_speed,vi
2023-10-25,44.43927083333333,106.60211805555556,50.61572916666668,9.271805555555556,6.102291666666666,0.8398958333333333,AIIMS Raipur India,21.256146,81.5788694,train,297.6183035,547.0227974,0.499892321,-0.46253171,98088.91887,0.0,237.6751101,64.74302609,0.6810491284410334,372.54939940664593
2023-10-26,39.41291666666667,102.08475694444444,52.89118055555556,8.716493055555555,5.878020833333332,0.8885416666666667,AIIMS Raipur India,21.256146,81.5788694,train,297.6525954,574.8616547,0.081189224,-0.261582422,98094.95265,0.0,236.2968151,62.6289974,0.2738924124416524,157.4502454259832
2023-10-27,58.89541666666667,133.43443181818182,56.41614583333334,9.972625,11.189374999999998,1.144375,AIIMS Raipur India,21.256146,81.5788694,train,297.3279768,569.609828,-0.614795805,0.117689007,98045.48602,0.0,236.0534388,63.10497572,0.625958931731343,356.552359438554
2023-10-28,65.06375,149.25136363636364,61.13770833333333,9.402708333333331,5.5384375,1.3504166666666666,AIIMS Raipur India,21.256146,81.5788694,train,297.0173703,516.1230431,-1.125615628,-0.18042261,98065.71835,0.0,236.053445,63.5380173,1.139983710496359,588.3718617458103
2023-10-29,70.77121527777778,136.28924603174605,63.27465277777778,9.933263888888888,5.687187499999999,1.4349305555555556,AIIMS Raipur India,21.256146,81.5788694,train,297.1405394,514.8876196,-1.082060847,0.049439184,98048.01033,0.0,232.266384,65.55062627,1.0831896923092204,557.7209622483509
2023-02-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,298.8308334,289.1324532,-0.872872165,-0.416678776,97995.70931,0.001973972,179.1632618,79.21179815,0.9672264568345128,279.65655826450654
2023-03-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,299.1264282,321.6957362,-0.614440518,-0.270500621,97808.26801,0.001274321,183.3516499,81.43584953,0.6713477013601029,215.96969303521604
2023-04-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,298.7403671,388.0573638,-0.916161271,-1.11723256,97868.84552,0.000261401,186.4611107,80.94246041,1.4448391147821578,560.6804579974897
2023-05-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,297.516316,455.2459809,-1.50454833,-1.137132244,98080.31276,0.0,208.6352126,69.63949021,1.885930915397026,858.562469489554
2023-06-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,297.4111207,456.6338669,-1.560175289,-0.936049974,98163.2876,0.0,215.0592459,65.02617727,1.8194330122957632,830.8147319701295
2023-07-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,297.1998415,426.550964,-0.692561022,-0.921596927,98109.2815,0.0,223.3625123,60.49890842,1.1528146707296572,491.7342091130779
2023-08-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,297.129266,419.403179,-0.462364823,0.120449947,98088.31822,0.0,223.1173045,59.72563616,0.4777964203299603,200.3893376012056
2023-09-11,,,,,,,AIIMS Raipur India,21.256146,81.5788694,train,297.3071818,374.582938,-0.527530754,0.252482464,98139.40654,0.0,216.4153937,65.00215569,0.5848385170654545,219.0705299779411
2023-10-11,32.723055555555554,100.14104166666668,22.31631944444445,9.293055555555556,16.0525,0.7958333333333334,AIIMS Raipur India,21.256146,81.5788694,train,298.0618279,345.3686337,-0.257854436,0.291993059,98244.13523,0.0,209.3658553,65.86090743,0.3895495561145662,134.5381979537292
2023-11-13,41.54989583333333,104.01032608695652,33.35947916666667,9.998645833333336,7.765624999999999,0.7379166666666667,AIIMS Raipur India,21.256146,81.5788694,train,297.3882424,526.8154669,-1.488729056,-0.467798423,98223.2403,0.0,198.261127,69.53947983,1.5604965769715542,822.0937327931211
2023-11-14,49.35847826086957,124.3825,33.946354166666666,8.718020833333334,3.950937499999999,0.8933333333333332,AIIMS Raipur India,21.256146,81.5788694,train,296.9732809,493.911279,-1.456809941,-0.618669553,98184.70399,1.48e-08,183.856968,73.19106948,1.5827340964311227,781.7302218852051
2023-11-15,40.78802083333333,116.88515625,35.532500000000006,8.737675438596492,3.955416666666666,0.9092543859649124,AIIMS Raipur India,21.256146,81.5788694,train,295.660951,532.09258,-1.684151698,-1.15021402,98161.90218,0.0,204.3444194,71.94052775,2.0394507186202966,1085.1765946535277
2023-11-16,27.277604166666663,97.625,35.73625,7.893645833333333,7.335937499999999,0.7830208333333332,AIIMS Raipur India,21.256146,81.5788694,train,295.8844353,466.1747458,-1.561454985,-1.867613222,98186.96739,0.0,212.2377882,64.83977557,2.434362507345726,1134.8383230469444
2023-11-17,31.5584375,112.09729166666666,36.17302083333333,9.924583333333333,9.2896875,0.8778125000000001,AIIMS Raipur India,21.256146,81.5788694,train,296.6829754,437.9594219,-1.284062005,-1.418161268,98137.34833,0.0,204.6021432,67.10660542,1.9131117622188167,837.8653214114435
