Date,PM2.5,PM10,NO2,SO2,O3_8hr_max,CO_8hr_max,CO_24hr_mean,PM2.5_hrs_interpolated,PM10_hrs_interpolated,O3_hrs_interpolated,SO2_hrs_interpolated,NO2_hrs_interpolated,CO_hrs_interpolated
2023-10-01,48.28125,96.34375,20.663194444444446,6.103472222222222,87.7125,1.0954166666666667,0.9089583333333334,0,0,0,0,0,0
2023-10-02,21.202898550724637,90.33333333333334,15.146527777777777,4.796180555555556,58.606249999999996,8.13,5.9142013888888885,1,1,0,0,0,0
2023-10-03,25.875,41.979166666666664,3.038541666666667,3.3833333333333333,84.45,2.2065625,0.8953472222222222,0,0,0,0,0,0
2023-10-04,28.479166666666668,46.395833333333336,9.427430555555555,8.122222222222222,109.88541666666667,0.9015625,0.7640625,0,0,0,0,0,0
2023-10-05,18.447916666666668,62.114583333333336,9.4125,3.742708333333333,138.50416666666666,0.8859375,0.5564236111111112,0,0,0,0,0,0
2023-10-06,25.340277777777782,93.54861111111113,11.333680555555555,6.684027777777779,101.74062500000001,0.9672916666666667,0.6894097222222223,0,0,0,0,0,0
2023-10-07,,17.40625,11.209375,3.1357638888888886,49.696875,0.9691666666666667,0.598576388888889,12,0,0,0,0,0
2023-10-08,18.375,83.09375,7.440151515151515,2.226736111111111,42.034375,1.51875,0.9720833333333333,0,0,0,0,2,0
2023-10-09,3.1847826086956523,9.479166666666666,6.811111111111111,1.3413194444444443,27.83125,0.9334374999999999,0.46038194444444436,1,0,0,0,0,0
2023-10-10,38.1875,108.96875,17.603125000000002,2.1602272727272727,115.05000000000001,2.4109375,2.0103125,0,0,0,2,0,0
2023-10-11,96.18478260869566,177.92391304347825,22.369791666666668,15.123263888888888,111.95625000000001,2.345625,0.7062847222222222,1,1,0,0,0,0
2023-10-12,49.4375,76.67708333333333,6.809722222222223,4.061458333333333,74.378125,0.82875,0.5755208333333334,0,0,0,0,0,0
2023-10-13,37.34375,102.3125,17.66215277777778,1.9541666666666668,97.44687499999999,2.3528124999999998,2.0638888888888887,0,0,0,0,0,0
2023-10-14,35.14912280701754,93.59782608695652,14.584057971014495,1.0212962962962964,91.546875,2.3746875000000003,1.2920289855072464,5,1,2,6,1,1
2023-10-15,,,,,64.446875,0.8358333333333333,,15,15,15,23,15,15
2023-10-16,,,,,84.12916666666666,0.43124999999999997,,9,9,9,9,9,9
2023-10-17,42.458333333333336,71.51041666666667,12.075694444444444,3.0375,100.90625,0.42875,0.37694444444444447,0,0,0,0,0,0
2023-10-18,39.916666666666664,78.04166666666667,17.962847222222223,1.9552083333333332,75.59687500000001,0.6792708333333334,0.4840972222222222,0,0,0,0,0,0
