date,station,t2m,blh,u10,v10,sp,tp,msdwswrf,rh
03/10/2023,0,300.3492763,457.9777973,2.04923018,-1.590334705,97243.33722,0.001769364,76.83817612,78.3920557
03/10/2023,1,301.0687774,671.3520242,0.247063901,-1.304206671,96437.81657,0,252.1649629,44.72582431
03/10/2023,2,303.0990009,561.1557171,1.617752777,3.780960499,100665.5313,7.37E-06,242.2471379,77.48433284
03/10/2023,3,300.0760363,515.9837002,2.245336839,-2.051604869,98242.41169,0,245.6354796,50.4498787
03/10/2023,4,299.8724772,434.8779659,-3.633740552,1.131568468,98868.44875,0.01877833,48.68287524,94.30598779
03/10/2023,5,299.23707,592.2917709,1.851823156,-1.201709796,94216.86669,0,259.0743189,55.17362055
03/10/2023,6,301.1715036,270.3114003,-0.512201844,-0.738400773,99229.39632,0.00031436,128.3420072,84.50995178
03/10/2023,7,298.4050498,712.3348175,2.920866804,-0.673826574,91512.59296,6.71E-07,253.9598075,67.00757902
03/10/2023,8,301.1247099,473.9804761,1.951819452,-0.209299474,100814.3534,0.000407376,225.4740812,78.89757176
03/10/2023,9,300.4196786,492.2580988,-2.292169371,3.010597845,100400.1316,0.02744128,32.14715096,92.89983153
03/10/2023,10,300.4152235,492.4747723,-2.225157566,3.051983581,100411.9592,0.028001822,31.21202528,92.82327872
03/10/2023,11,300.3102532,517.9227862,2.259532345,-1.923933705,94578.613,0.000195607,223.0270326,74.43295988
03/10/2023,12,301.6122539,472.7692033,1.630022688,-0.076123756,100727.9556,0.000224302,222.1335934,79.00288605
03/10/2023,13,300.7135369,337.6662663,1.514824931,-1.49210048,98170.37915,0,253.8644032,53.18710498
03/10/2023,14,299.3040997,321.3349245,1.387721263,-1.079789145,98121.64689,0,235.2552893,70.28127466
03/10/2023,15,302.3778729,575.0186863,1.581249653,1.604975821,98248.91065,0,255.3054068,40.15490766
03/10/2023,16,301.0315114,545.4194353,-3.519626459,-1.006214318,99836.99151,0.01922434,113.2725125,89.28596029
03/10/2023,17,300.3043178,543.084234,2.259158166,-2.080710171,98235.89328,0,245.5089208,48.67955297
03/10/2023,18,299.3494546,310.9834503,1.544881292,-0.392793223,98126.83635,0,234.1818729,66.4127977
03/10/2023,19,301.0909545,559.3179368,-3.596583958,-0.919912095,99861.99997,0.017953114,118.7176747,89.03368464
03/10/2023,20,301.7120159,299.3340185,1.513771844,-1.104829438,100019.4689,0,257.5630051,65.02665905
03/10/2023,21,300.8304217,203.3023424,-0.090578822,-0.300366251,99064.15349,0.030732233,111.9936351,92.01158452
03/10/2023,22,300.4356107,491.4877668,-2.082897623,3.12515504,100419.2241,0.028208391,31.07355412,92.7771616
03/10/2023,23,300.257369,539.5082322,2.217608415,-2.131408209,98214.9839,0,246.2663259,48.6504551
03/10/2023,24,300.0153477,350.9623882,0.981845522,-1.082288524,100677.5966,0.000633693,245.1941444,84.90694521
03/10/2023,25,301.071972,263.4995685,-0.633810861,-0.661427911,99237.6417,0.00033387,122.2757633,84.92132981
03/10/2023,26,301.2837702,276.5484168,-0.340500826,-0.854004511,99222.27888,0.000275911,133.6671812,84.09345541
03/10/2023,27,298.3761771,528.3443023,2.494139635,0.143695133,94178.93523,0.000182444,214.9202046,78.49598901
03/10/2023,28,299.3630113,485.806618,1.218537031,-2.413016044,94542.15547,0,251.8691944,72.38276745
03/10/2023,29,299.6262435,277.2583453,0.677568716,-0.630703211,98152.16768,0,242.0745933,70.7666759
03/10/2023,30,300.0051614,381.071531,-1.790664121,-2.104477542,99723.90909,0.026771829,50.95375031,91.46540535
03/10/2023,31,301.3884248,634.7987544,0.994562319,-2.545074718,97159.7312,0,241.0263801,67.13905714
03/10/2023,32,300.2925403,543.0505968,2.230540466,-2.115519113,98213.09867,0,246.0495647,48.5362689
03/10/2023,33,301.0501366,665.4575855,0.180791248,-1.232539958,96467.15227,0,252.2077109,45.11078933
03/10/2023,34,298.6916467,444.0638337,1.79955085,-2.185013978,97903.70333,0,240.7916602,67.86869972
03/10/2023,35,299.2333781,409.1471703,2.103751447,-1.608013889,98266.53713,0,244.1145308,60.46202666
03/10/2023,36,300.2870292,542.6381462,2.22441957,-2.122884017,98212.78199,0,246.144552,48.5236527
03/10/2023,37,300.0943743,324.8648997,-0.466535551,-2.050028977,99472.60882,0.019193398,61.17896272,91.79062349
03/10/2023,38,298.6103299,469.2345958,1.78629926,-0.443160627,93855.01137,2.07E-05,227.9082526,77.92031416
03/10/2023,39,298.2492153,705.8767512,2.768385133,-0.697161193,91427.83445,1.81E-06,249.1178503,68.04648469
03/10/2023,40,299.2216291,312.7417646,2.411699023,0.085501279,99972.31778,0.033063156,178.5703739,90.08351396
03/10/2023,41,301.0458677,672.5861811,0.22497544,-1.304069276,96388.64395,0,252.1633374,44.51184155
03/10/2023,42,298.9028982,371.8022646,1.525053174,-1.623966093,97933.93999,0,237.5881565,69.99959559
03/10/2023,43,300.3418772,548.4303125,2.23176888,-2.113158994,98217.74286,0,245.948005,48.24752121
03/10/2023,44,301.0548133,673.2938189,0.247756179,-1.318092061,96397.59419,0,252.1535115,44.50411968
03/10/2023,45,300.435925,491.4437752,-2.110026056,3.110009041,100416.1198,0.028073694,31.25785326,92.79668275
03/10/2023,46,298.673849,149.0443796,0.236103012,-0.104128164,97055.66558,0.033841941,19.48574789,95.66368834
03/10/2023,47,301.0746668,555.9069206,-3.577000173,-0.944029377,99856.20196,0.018375356,117.2596112,89.1025646
03/10/2023,48,298.1504675,407.2839251,1.906016444,-0.590363555,93361.50418,0.000171078,189.4248125,80.71926821
03/10/2023,49,302.1159466,273.2993038,1.465570657,-0.78858636,100382.4649,0,257.4344496,64.83613889
03/10/2023,50,301.0909545,559.3179368,-3.596583958,-0.919912095,99861.99997,0.017953114,118.7176747,89.03368464
