Date,PM2.5,PM10,NO2,SO2,O3_8hr_max,CO_8hr_max,CO_24hr_mean,PM2.5_hrs_interpolated,PM10_hrs_interpolated,O3_hrs_interpolated,SO2_hrs_interpolated,NO2_hrs_interpolated,CO_hrs_interpolated
2023-10-01,10.439583333333333,29.494895833333334,12.433333333333332,21.430416666666662,38.39375,0.26656250000000004,0.176875,0,0,0,0,0,0
2023-10-02,18.564062500000002,42.05677083333334,13.774270833333333,21.284270833333334,30.349687499999998,0.2984375,0.22302083333333333,0,0,0,0,0,0
2023-10-03,31.520312500000003,63.06375,12.045,21.258854166666666,41.1715625,0.325,0.2238541666666667,0,0,0,0,0,0
2023-10-04,13.160937500000001,29.39052083333333,11.332708333333334,21.2175,27.689687499999998,0.24312499999999998,0.12999999999999998,0,0,0,0,0,0
2023-10-05,21.518020833333335,49.20020833333333,12.390416666666667,21.40125,33.994375,0.2921875,0.17947916666666666,0,0,0,0,0,0
2023-10-06,132.7071875,229.06291666666664,16.594062500000003,21.049270833333335,52.315000000000005,0.64625,0.46812499999999996,0,0,0,0,0,0
2023-10-07,86.33888888888889,160.638125,17.135625,22.843437500000004,60.07,0.76625,0.6028125000000001,0,0,0,0,0,0
2023-10-08,34.606770833333336,83.30927083333334,14.3834375,22.851250000000004,48.691875,0.8165625,0.39833333333333326,0,0,0,0,0,0
2023-10-09,25.670108695652175,72.96208333333334,14.580833333333333,21.535104166666667,53.294062499999995,0.33281249999999996,0.2705208333333333,1,0,0,0,0,0
2023-10-10,26.449791666666666,69.95989583333333,14.3053125,22.614375,46.8,0.3303125,0.27979166666666666,0,0,0,0,0,0
2023-10-11,29.6628125,74.45166666666667,15.720104166666667,22.813437500000003,49.07625,0.48,0.32364583333333335,0,0,0,0,0,0
2023-10-12,32.278020833333336,78.89958333333334,16.74989583333333,22.49239583333333,43.4665625,0.715625,0.48875,0,0,2,0,0,0
2023-10-13,41.7884375,94.71729166666667,20.112499999999997,20.3228125,51.1496875,0.88875,0.5128125,0,0,7,0,0,0
2023-10-14,38.8375,88.21239583333333,17.589479166666667,19.745416666666667,40.8734375,0.6390625000000001,0.46854166666666663,0,0,4,0,0,0
2023-10-15,36.14791666666667,88.41239583333333,18.759479166666665,20.53229166666667,33.3546875,0.7984374999999999,0.54,0,0,8,0,0,0
2023-10-16,31.686979166666664,67.7978125,14.773125,20.175625,31.447187500000002,0.5659375,0.42260416666666667,0,0,7,0,0,0
2023-10-17,14.887500000000001,25.19583333333333,13.9784375,19.113854166666666,19.3209375,0.2753125,0.18052083333333332,0,0,1,0,0,0
2023-10-18,22.888125000000002,40.10875,15.218333333333334,19.385520833333334,28.599062500000002,0.306875,0.2467708333333333,0,0,1,0,0,0
2023-10-19,29.398645833333333,61.987395833333345,15.518229166666666,19.786145833333332,29.826875,0.320625,0.28479166666666667,0,0,0,0,0,0
2023-10-20,34.197291666666665,72.16885416666666,19.36583333333333,19.156666666666666,36.53625,0.469375,0.4038541666666666,0,0,10,0,0,0
2023-10-21,36.15322916666667,71.36645833333334,22.879062500000003,19.01125,33.1815625,0.9325,0.7002083333333333,0,0,8,0,0,0
2023-10-22,35.52947916666667,71.6240625,21.398020833333334,18.832291666666666,35.260625000000005,0.53625,0.4535416666666667,0,0,11,0,0,0
